Date ,Day,Month,Quarter,Year,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,No of trades 
22-Oct-24,Tuesday,October,Q4,2024,EQ,905.00,906.10,875.25,903.30,881.50,879.50,886.02,1179.00,621.85,13617490.00,532014.00
21-Oct-24,Monday,October,Q4,2024,EQ,912.05,917.65,898.10,910.15,902.75,903.30,905.03,1179.00,621.85,7390557.00,204274.00
18-Oct-24,Friday,October,Q4,2024,EQ,894.30,917.70,886.80,891.60,911.00,910.15,906.85,1179.00,621.85,11527914.00,300927.00
17-Oct-24,Thursday,October,Q4,2024,EQ,914.95,914.95,890.05,907.45,894.30,891.60,899.88,1179.00,621.85,13864583.00,552996.00
16-Oct-24,Wednesday,October,Q4,2024,EQ,917.05,923.00,900.00,917.30,906.15,907.45,909.40,1179.00,621.85,10298258.00,370552.00
15-Oct-24,Tuesday,October,Q4,2024,EQ,932.95,935.35,913.00,928.25,918.90,917.30,920.38,1179.00,621.85,9058919.00,281499.00
14-Oct-24,Monday,October,Q4,2024,EQ,930.00,940.00,925.35,930.70,929.00,928.25,932.68,1179.00,621.85,5740649.00,207829.00
11-Oct-24,Friday,October,Q4,2024,EQ,932.00,937.00,928.50,928.50,931.40,930.70,932.01,1179.00,613.70,4459529.00,151010.00
10-Oct-24,Thursday,October,Q4,2024,EQ,933.75,943.60,912.35,939.15,930.60,928.50,932.19,1179.00,613.70,13249851.00,350137.00
09-Oct-24,Wednesday,October,Q4,2024,EQ,926.80,948.45,925.50,919.80,939.00,939.15,941.16,1179.00,613.70,11557737.00,317263.00
08-Oct-24,Tuesday,October,Q4,2024,EQ,916.00,924.80,893.85,927.85,924.80,919.80,909.63,1179.00,613.70,21177886.00,581422.00
07-Oct-24,Monday,October,Q4,2024,EQ,942.00,944.45,915.00,930.75,928.30,927.85,929.05,1179.00,613.70,11772546.00,349818.00
04-Oct-24,Friday,October,Q4,2024,EQ,930.00,949.20,920.00,925.70,933.55,930.75,934.22,1179.00,608.30,19187758.00,464043.00
03-Oct-24,Thursday,October,Q4,2024,EQ,939.00,950.15,925.00,965.20,928.80,925.70,934.51,1179.00,608.30,24418517.00,867561.00
01-Oct-24,Tuesday,October,Q4,2024,EQ,976.90,984.50,958.90,974.65,966.40,965.20,972.72,1179.00,608.30,10085203.00,247160.00
30-Sep-24,Monday,September,Q3,2024,EQ,993.00,996.95,971.80,993.00,975.80,974.65,979.12,1179.00,608.30,12225895.00,375285.00
27-Sep-24,Friday,September,Q3,2024,EQ,996.00,1000.40,989.15,993.15,989.90,993.00,994.16,1179.00,608.30,10360030.00,302339.00
26-Sep-24,Thursday,September,Q3,2024,EQ,970.80,994.95,965.60,963.60,990.90,993.15,984.31,1179.00,608.30,21640021.00,411197.00
25-Sep-24,Wednesday,September,Q3,2024,EQ,982.40,982.50,959.25,977.30,964.00,963.60,965.11,1179.00,608.30,12959075.00,483047.00
24-Sep-24,Tuesday,September,Q3,2024,EQ,974.00,985.00,972.60,971.80,976.95,977.30,977.93,1179.00,608.30,12755422.00,369601.00
23-Sep-24,Monday,September,Q3,2024,EQ,973.50,979.20,966.05,970.85,972.30,971.80,972.23,1179.00,608.30,10254297.00,260064.00
20-Sep-24,Friday,September,Q3,2024,EQ,967.00,977.50,949.20,967.00,971.30,970.85,968.78,1179.00,608.30,16764981.00,345069.00
19-Sep-24,Thursday,September,Q3,2024,EQ,970.40,978.95,956.35,962.05,969.95,967.00,966.21,1179.00,608.30,13466770.00,318723.00
18-Sep-24,Wednesday,September,Q3,2024,EQ,978.20,983.70,957.15,974.95,959.20,962.05,968.76,1179.00,608.30,12044431.00,241634.00
17-Sep-24,Tuesday,September,Q3,2024,EQ,995.00,995.00,960.00,988.40,975.00,974.95,969.17,1179.00,608.30,44516613.00,518729.00
16-Sep-24,Monday,September,Q3,2024,EQ,997.00,999.90,984.50,992.10,988.45,988.40,990.38,1179.00,608.30,5836274.00,189546.00
13-Sep-24,Friday,September,Q3,2024,EQ,994.90,1006.00,988.00,986.15,991.85,992.10,994.82,1179.00,608.30,13203676.00,330078.00
12-Sep-24,Thursday,September,Q3,2024,EQ,976.30,988.00,958.00,976.30,984.00,986.15,973.48,1179.00,608.30,25675836.00,612687.00
11-Sep-24,Wednesday,September,Q3,2024,EQ,1000.00,1011.55,971.25,1035.80,976.40,976.30,983.79,1179.00,608.30,36140411.00,1060328.00
10-Sep-24,Tuesday,September,Q3,2024,EQ,1049.00,1049.00,1032.20,1038.70,1035.00,1035.80,1038.72,1179.00,608.30,6919238.00,254751.00
09-Sep-24,Monday,September,Q3,2024,EQ,1049.35,1049.95,1026.25,1049.35,1040.80,1038.70,1035.04,1179.00,608.30,7206054.00,250411.00
06-Sep-24,Friday,September,Q3,2024,EQ,1068.80,1072.95,1040.50,1069.15,1050.65,1049.35,1051.98,1179.00,605.60,8717377.00,307427.00
05-Sep-24,Thursday,September,Q3,2024,EQ,1081.00,1085.85,1066.95,1080.45,1068.70,1069.15,1074.87,1179.00,605.60,7900593.00,224556.00
04-Sep-24,Wednesday,September,Q3,2024,EQ,1079.00,1085.00,1072.10,1085.10,1081.00,1080.45,1078.18,1179.00,605.60,4665908.00,140011.00
03-Sep-24,Tuesday,September,Q3,2024,EQ,1097.60,1100.00,1082.20,1092.65,1086.55,1085.10,1089.20,1179.00,605.60,5088731.00,164019.00
02-Sep-24,Monday,September,Q3,2024,EQ,1105.00,1105.00,1087.35,1111.35,1093.00,1092.65,1094.25,1179.00,605.60,8116675.00,206392.00
